Title,Title_URL,Time
Steel Stocks Gain on $1 Trillion Infrastructure Plan,https://news.google.com/articles/CAIiELezdnScKz4yKbpJ-KAWXQEqMwgEKioIACIQaI-KISnONJyMPNSt_eLQTCoUCAoiEGiPiiEpzjScjDzUrf3i0Ewwi6TZBg?hl=en-MY&gl=MY&ceid=MY%3Aen,8 days ago
US steel wire rod prices hit record high set in 2008,https://news.google.com/articles/CBMiZ2h0dHBzOi8vd3d3Lm1ldGFsYnVsbGV0aW4uY29tL0FydGljbGUvNDAwMzc5NC9VUy1zdGVlbC13aXJlLXJvZC1wcmljZXMtaGl0LXJlY29yZC1oaWdoLXNldC1pbi0yMDA4Lmh0bWzSAQA?hl=en-MY&gl=MY&ceid=MY%3Aen,17 hours ago
The Steel Frame,https://news.google.com/articles/CAIiEO2gHzTLmno6vhhHN5OIlykqGQgEKhAIACoHCAow-az7CjDR8PMCMNOt2wU?hl=en-MY&gl=MY&ceid=MY%3Aen,44 minutes ago
"Jahan Loh Celebrates G-SHOCK's Steel ""CasiOak"" With Futuristic Animated Short",https://news.google.com/articles/CBMiU2h0dHBzOi8vaHlwZWJlYXN0LmNvbS8yMDIxLzgvamFoYW4tbG9oLWctc2hvY2stc3RlZWwtY2FzaW9hay1nbS0yMTAwLWFuaW1hdGVkLXNob3J00gEA?hl=en-MY&gl=MY&ceid=MY%3Aen,2 days ago
Insight - Iron ore stumbles as rising supply runs into China steel discipline,https://news.google.com/articles/CBMiigFodHRwczovL3d3dy50aGVzdGFyLmNvbS5teS9idXNpbmVzcy9idXNpbmVzcy1uZXdzLzIwMjEvMDcvMjcvaW5zaWdodC0tLWlyb24tb3JlLXN0dW1ibGVzLWFzLXJpc2luZy1zdXBwbHktcnVucy1pbnRvLWNoaW5hLXN0ZWVsLWRpc2NpcGxpbmXSAQA?hl=en-MY&gl=MY&ceid=MY%3Aen,27-Jul
India Set for Record Steel Demand as Construction to Revive,https://news.google.com/articles/CAIiEBmSMGhHCULQXgwtLixo6t8qGQgEKhAIACoHCAow4uzwCjCF3bsCMIrOrwM?hl=en-MY&gl=MY&ceid=MY%3Aen,29-Jul
"Steel open first week of practice | News, Sports, Jobs",https://news.google.com/articles/CBMiW2h0dHBzOi8vd3d3Lm51am91cm5hbC5jb20vc3BvcnRzL2xvY2FsLXNwb3J0cy8yMDIxLzA4LzE5L3N0ZWVsLW9wZW4tZmlyc3Qtd2Vlay1vZi1wcmFjdGljZS_SAQA?hl=en-MY&gl=MY&ceid=MY%3Aen,9 hours ago
Steel inventory declines amid nation's efforts to cut carbon emissions,https://news.google.com/articles/CBMiNGh0dHBzOi8vd3d3Lmdsb2JhbHRpbWVzLmNuL3BhZ2UvMjAyMTA3LzEyMjk2MDcuc2h0bWzSAQA?hl=en-MY&gl=MY&ceid=MY%3Aen,25-Jul
Historic steel price rally celebrates one-year anniversary,https://news.google.com/articles/CBMie2h0dHBzOi8vd3d3LnRoZWZhYnJpY2F0b3IuY29tL3RoZWZhYnJpY2F0b3IvYmxvZy9tZXRhbHNtYXRlcmlhbHMvaGlzdG9yaWMtc3RlZWwtcHJpY2UtcmFsbHktY2VsZWJyYXRlcy1vbmUteWVhci1hbm5pdmVyc2FyedIBAA?hl=en-MY&gl=MY&ceid=MY%3Aen,Yesterday
Letter: China tempers steel output amid rising pollution fears,https://news.google.com/articles/CBMiP2h0dHBzOi8vd3d3LmZ0LmNvbS9jb250ZW50LzRmZDFkNGI5LTEzYmYtNDNlZS05Mzg4LWI5ZDJjYzkwYjliOdIBP2h0dHBzOi8vYW1wLmZ0LmNvbS9jb250ZW50LzRmZDFkNGI5LTEzYmYtNDNlZS05Mzg4LWI5ZDJjYzkwYjliOQ?hl=en-MY&gl=MY&ceid=MY%3Aen,11 days ago
"Brazilian crude steel production in July rises 14.5%, says Brazil Steel",https://news.google.com/articles/CBMihAFodHRwczovL3Jpb3RpbWVzb25saW5lLmNvbS9icmF6aWwtbmV3cy9icmF6aWwvYnVzaW5lc3MtYnJhemlsL2JyYXppbGlhbi1jcnVkZS1zdGVlbC1wcm9kdWN0aW9uLWluLWp1bHktcmlzZXMtMTQtNS1zYXlzLWJyYXppbC1zdGVlbC_SAQA?hl=en-MY&gl=MY&ceid=MY%3Aen,1 hour ago
US steel industry lagging pre-Covid levels,https://news.google.com/articles/CBMiVGh0dHBzOi8vd3d3LmFyZ3VzbWVkaWEuY29tL2VuL25ld3MvMjI0MzQyNS11cy1zdGVlbC1pbmR1c3RyeS1sYWdnaW5nLXByZWNvdmlkLWxldmVsc9IBAA?hl=en-MY&gl=MY&ceid=MY%3Aen,7 days ago
Thyssenkrupp says no to steel spin-off until spring,https://news.google.com/articles/CAIiEDHZMvF_Y6fcMtzlQ2Y8efAqFwgEKg8IACoHCAow-4fWBzD4z0gw0tp6?hl=en-MY&gl=MY&ceid=MY%3Aen,8 days ago
"Outlook on the Automotive Steel Wheels Global Market to 2028 - by Rim Size Vehicle Type, End-user and Region - ResearchAndMarkets.com",https://news.google.com/articles/CBMivQFodHRwczovL3d3dy5idXNpbmVzc3dpcmUuY29tL25ld3MvaG9tZS8yMDIxMDgxNzAwNTY0OC9lbi9PdXRsb29rLW9uLXRoZS1BdXRvbW90aXZlLVN0ZWVsLVdoZWVscy1HbG9iYWwtTWFya2V0LXRvLTIwMjgtLS1ieS1SaW0tU2l6ZS1WZWhpY2xlLVR5cGUtRW5kLXVzZXItYW5kLVJlZ2lvbi0tLVJlc2VhcmNoQW5kTWFya2V0cy5jb23SAQA?hl=en-MY&gl=MY&ceid=MY%3Aen,2 days ago
"Steel sales, output rise in April-June for India's Sail",https://news.google.com/articles/CBMiX2h0dHBzOi8vd3d3LmFyZ3VzbWVkaWEuY29tL2VuL25ld3MvMjI0MjM0Ni1zdGVlbC1zYWxlcy1vdXRwdXQtcmlzZS1pbi1hcHJpbGp1bmUtZm9yLWluZGlhcy1zYWls0gEA?hl=en-MY&gl=MY&ceid=MY%3Aen,10 days ago
Steel prices fall in China as emissions targets are relaxed,https://news.google.com/articles/CBMiYGh0dHBzOi8vYWdtZXRhbG1pbmVyLmNvbS8yMDIxLzA4LzA5L3N0ZWVsLXByaWNlcy1mYWxsLWluLWNoaW5hLWFzLWVtaXNzaW9ucy10YXJnZXRzLWFyZS1yZWxheGVkL9IBAA?hl=en-MY&gl=MY&ceid=MY%3Aen,10 days ago
Alfeco Group honours women of steel,https://news.google.com/articles/CBMiSGh0dHBzOi8vYWxiZXJ0b25yZWNvcmQuY28uemEvMzAzODA1L2FsZmVjby1ncm91cC1ob25vdXJzLXdvbWVuLW9mLXN0ZWVsL9IBAA?hl=en-MY&gl=MY&ceid=MY%3Aen,10 hours ago
China steel exports rise sharply in July; market fears further policy tightening,https://news.google.com/articles/CBMinAFodHRwczovL3d3dy5zcGdsb2JhbC5jb20vcGxhdHRzL2VuL21hcmtldC1pbnNpZ2h0cy9sYXRlc3QtbmV3cy9tZXRhbHMvMDgwOTIxLWNoaW5hLXN0ZWVsLWV4cG9ydHMtcmlzZS1zaGFycGx5LWluLWp1bHktbWFya2V0LWZlYXJzLWZ1cnRoZXItcG9saWN5LXRpZ2h0ZW5pbmfSAQA?hl=en-MY&gl=MY&ceid=MY%3Aen,10 days ago
Leading Steel Pannist Jonathan Scales To Perform at Forte Jazz Lounge in September,https://news.google.com/articles/CBMieWh0dHBzOi8vaG9seWNpdHlzaW5uZXIuY29tLzIwMjEvMDgvMTgvbGVhZGluZy1zdGVlbC1wYW5uaXN0LWpvbmF0aGFuLXNjYWxlcy10by1wZXJmb3JtLWF0LWZvcnRlLWphenotbG91bmdlLWluLXNlcHRlbWJlci_SAQA?hl=en-MY&gl=MY&ceid=MY%3Aen,17 hours ago
Leon Fuat buys land in Port Klang to expand steel manufacturing business,https://news.google.com/articles/CBMiaWh0dHBzOi8vd3d3LnRoZWVkZ2VtYXJrZXRzLmNvbS9hcnRpY2xlL2xlb24tZnVhdC1idXlzLWxhbmQtcG9ydC1rbGFuZy1leHBhbmQtc3RlZWwtbWFudWZhY3R1cmluZy1idXNpbmVzc9IBAA?hl=en-MY&gl=MY&ceid=MY%3Aen,30-Jul
Superman: Steel Just Took on the Internet’s Nastiest Trolls in DC’s Matrix,https://news.google.com/articles/CAIiEKgERZtcsVfyHBkWntoBNgEqGQgEKhAIACoHCAowvqWBCzCY4vwCMLSAtgY?hl=en-MY&gl=MY&ceid=MY%3Aen,12 hours ago
Chelyabinsk plant of the profiled steel decking (MCX:PRFN) Is Looking To Continue Growing Its Returns On Capital,https://news.google.com/articles/CBMiqwFodHRwczovL3NpbXBseXdhbGwuc3Qvc3RvY2tzL3J1L21hdGVyaWFscy9tY3gtcHJmbi9jaGVseWFiaW5zay1wbGFudC1vZi10aGUtcHJvZmlsZWQtc3RlZWwtZGVja2luZy1zaGFyZXMvbmV3cy9jaGVseWFiaW5zay1wbGFudC1vZi10aGUtcHJvZmlsZWQtc3RlZWwtZGVja2luZy1tY3hwcmZuLWlzLWzSAQA?hl=en-MY&gl=MY&ceid=MY%3Aen,11 hours ago
"2,000 Gulf returnees unite in Kerala, form steel factory",https://news.google.com/articles/CAIiENttKqFdZB9zOeOWCagOqacqGAgEKg8IACoHCAowop2lATDj4RowpbvJBQ?hl=en-MY&gl=MY&ceid=MY%3Aen,2 days ago
Steel Strips shares zoom on stock split announcement,https://news.google.com/articles/CAIiEPOBP4zaC0tDoTvhkK8nCloqFggEKg4IACoGCAowxLQ_MNevCDCkoh8?hl=en-MY&gl=MY&ceid=MY%3Aen,Yesterday
The Ritchey Ascent Steel Adventure Bike Returns,https://news.google.com/articles/CAIiEIvI24KwZtvMIB6GScWkpWIqMwgEKioIACIQQjdavnrLNdfLDddUMJVeKioUCAoiEEI3Wr56yzXXyw3XVDCVXiowwpWOBw?hl=en-MY&gl=MY&ceid=MY%3Aen,7 hours ago
Global decarbonisation drive to challenge steel producers - Woodmac,https://news.google.com/articles/CBMigAFodHRwczovL3d3dy5yZXV0ZXJzLmNvbS9idXNpbmVzcy9zdXN0YWluYWJsZS1idXNpbmVzcy9nbG9iYWwtZGVjYXJib25pc2F0aW9uLWRyaXZlLWNoYWxsZW5nZS1zdGVlbC1wcm9kdWNlcnMtd29vZG1hYy0yMDIxLTA4LTA5L9IBAA?hl=en-MY&gl=MY&ceid=MY%3Aen,10 days ago
Here's your chance to audition to be Steel Panther's new bassist,https://news.google.com/articles/CBMiYGh0dHBzOi8vd3d3LmtlcnJhbmcuY29tL3RoZS1uZXdzL2hlcmVzLXlvdXItY2hhbmNlLXRvLWF1ZGl0aW9uLXRvLWJlLXN0ZWVsLXBhbnRoZXJzLW5ldy1iYXNzaXN0L9IBWmh0dHBzOi8vd3d3LmtlcnJhbmcuY29tL2FtcC9oZXJlcy15b3VyLWNoYW5jZS10by1hdWRpdGlvbi10by1iZS1zdGVlbC1wYW50aGVycy1uZXctYmFzc2lzdA?hl=en-MY&gl=MY&ceid=MY%3Aen,2 days ago
'Gray' steel to become obsolete in EU once 'green' steel advances: Salzgitter CEO,https://news.google.com/articles/CBMimQFodHRwczovL3d3dy5zcGdsb2JhbC5jb20vcGxhdHRzL2VuL21hcmtldC1pbnNpZ2h0cy9sYXRlc3QtbmV3cy9tZXRhbHMvMDgxMTIxLWdyYXktc3RlZWwtdG8tYmVjb21lLW9ic29sZXRlLWluLWV1LW9uY2UtZ3JlZW4tc3RlZWwtYWR2YW5jZXMtc2FsemdpdHRlci1jZW_SAQA?hl=en-MY&gl=MY&ceid=MY%3Aen,8 days ago
"Buy Tata Steel BSL, target price Rs 110: Yes Securities",https://news.google.com/articles/CAIiEJMK8l-JXctNbXpNLsiBOWUqGQgEKhAIACoHCAow2pqGCzD954MDMJzyigY?hl=en-MY&gl=MY&ceid=MY%3Aen,2 days ago
World's 2nd-largest steel producer to begin making green steel by 2025,https://news.google.com/articles/CAIiEGQlF9IEGlDx2IbOMrQ8nGYqFQgEKg0IACoGCAow8oA-MLswMJKBAQ?hl=en-MY&gl=MY&ceid=MY%3Aen,21-Jul
"China's steel output cuts could continue in H2, annual target may be readjusted",https://news.google.com/articles/CBMimgFodHRwczovL3d3dy5zcGdsb2JhbC5jb20vcGxhdHRzL2VuL21hcmtldC1pbnNpZ2h0cy9sYXRlc3QtbmV3cy9tZXRhbHMvMDgwMzIxLWNoaW5hcy1zdGVlbC1vdXRwdXQtY3V0cy1jb3VsZC1jb250aW51ZS1pbi1oMi1hbm51YWwtdGFyZ2V0LW1heS1iZS1yZWFkanVzdGVk0gEA?hl=en-MY&gl=MY&ceid=MY%3Aen,16 days ago
Outokumpu sees strong stainless steel demand continuing,https://news.google.com/articles/CBMiZGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL291dG9rdW1wdS1zZWVzLXN0cm9uZy1zdGFpbmxlc3Mtc3RlZWwtZGVtYW5kLWNvbnRpbnVpbmctMjAyMS0wOC0wNS_SAQA?hl=en-MY&gl=MY&ceid=MY%3Aen,14 days ago
This Tech-Driven Smart Water Bottle Held Me Accountable For My Hydration Habits,https://news.google.com/articles/CAIiECMrfcJMZacNsUMvoV1LSvkqEwgEKgwIACoFCAowgGgwwAUw0Q8?hl=en-MY&gl=MY&ceid=MY%3Aen,Yesterday
Sweden delivers world's first fossil-free steel,https://news.google.com/articles/CBMiW2h0dHBzOi8vd3d3LnRoZWdsb2JlYW5kbWFpbC5jb20vd29ybGQvdmlkZW8tc3dlZGVuLWRlbGl2ZXJzLXdvcmxkcy1maXJzdC1mb3NzaWwtZnJlZS1zdGVlbC_SAQA?hl=en-MY&gl=MY&ceid=MY%3Aen,37 minutes ago
Premarket Mover: United States Steel Corporation (X) Down 3.36%,https://news.google.com/articles/CBMib2h0dHBzOi8vd3d3LmludmVzdG9yc29ic2VydmVyLmNvbS9uZXdzL3N0b2NrLXVwZGF0ZS9wcmVtYXJrZXQtbW92ZXItdW5pdGVkLXN0YXRlcy1zdGVlbC1jb3Jwb3JhdGlvbi14LWRvd24tMy0zNtIBc2h0dHBzOi8vd3d3LmludmVzdG9yc29ic2VydmVyLmNvbS9uZXdzL3N0b2NrLXVwZGF0ZS9hbXAvcHJlbWFya2V0LW1vdmVyLXVuaXRlZC1zdGF0ZXMtc3RlZWwtY29ycG9yYXRpb24teC1kb3duLTMtMzY?hl=en-MY&gl=MY&ceid=MY%3Aen,2 hours ago
"China iron ore, steel futures range-bound; to post weekly loss",https://news.google.com/articles/CBMiOmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2FydGljbGUvYXNpYS1pcm9ub3JlLWlkVVNMMU4yUEQwOFHSATRodHRwczovL21vYmlsZS5yZXV0ZXJzLmNvbS9hcnRpY2xlL2FtcC9pZFVTTDFOMlBEMDhR?hl=en-MY&gl=MY&ceid=MY%3Aen,14 days ago
Redcar's new Regent cinema being built using Teesside steel,https://news.google.com/articles/CBMiZWh0dHBzOi8vd3d3LnRoZW5vcnRoZXJuZWNoby5jby51ay9uZXdzLzE5NTI0NzM2LnJlZGNhcnMtbmV3LXJlZ2VudC1jaW5lbWEtYnVpbHQtdXNpbmctdGVlc3NpZGUtc3RlZWwv0gEA?hl=en-MY&gl=MY&ceid=MY%3Aen,1 hour ago
Stainless steel beauty: Nature inspires new Kettering bridge sculpture,https://news.google.com/articles/CBMijAFodHRwczovL3d3dy5kYXl0b24uY29tL2NvbW11bml0eS9rZXR0ZXJpbmcvc3RhaW5sZXNzLXN0ZWVsLWJlYXV0eS1uYXR1cmUtaW5zcGlyZXMtbmV3LWtldHRlcmluZy1icmlkZ2Utc2N1bHB0dXJlL0hLVEhPS0czSUZGN1hDQVlZTlBLM1AzTElFL9IBmwFodHRwczovL3d3dy5kYXl0b24uY29tL2NvbW11bml0eS9rZXR0ZXJpbmcvc3RhaW5sZXNzLXN0ZWVsLWJlYXV0eS1uYXR1cmUtaW5zcGlyZXMtbmV3LWtldHRlcmluZy1icmlkZ2Utc2N1bHB0dXJlL0hLVEhPS0czSUZGN1hDQVlZTlBLM1AzTElFLz9vdXRwdXRUeXBlPWFtcA?hl=en-MY&gl=MY&ceid=MY%3Aen,12 hours ago
"Steel Prices Look Unsustainable, Evraz Says -- Commodity Comment",https://news.google.com/articles/CBMia2h0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9zdG9yeS9zdGVlbC1wcmljZXMtbG9vay11bnN1c3RhaW5hYmxlLWV2cmF6LXNheXMtY29tbW9kaXR5LWNvbW1lbnQtMjcxNjI4MTQ3ODM00gFvaHR0cHM6Ly93d3cubWFya2V0d2F0Y2guY29tL2FtcC9zdG9yeS9zdGVlbC1wcmljZXMtbG9vay11bnN1c3RhaW5hYmxlLWV2cmF6LXNheXMtY29tbW9kaXR5LWNvbW1lbnQtMjcxNjI4MTQ3ODM0?hl=en-MY&gl=MY&ceid=MY%3Aen,14 days ago
Steel Imports Up 18.5% Year-To-Date Through June,https://news.google.com/articles/CBMiTmh0dHBzOi8vd3d3LnN0ZWVsLm9yZy8yMDIxLzA3L3N0ZWVsLWltcG9ydHMtdXAtMTgtNS15ZWFyLXRvLWRhdGUtdGhyb3VnaC1qdW5lL9IBAA?hl=en-MY&gl=MY&ceid=MY%3Aen,26-Jul
